id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery type,RID,profit,delivery date,address code,departure state,placement date,Profit percent,Discount percent
4396,San Francisco,0,154.9,5,West,kariox,Corporate,battery,Second Class,5958,40.274,01-03-2020,94109,California,01-03-2020,26,0
4397,San Francisco,0,30.56,4,West,kariox,Corporate,watch,Second Class,5959,14.9744,01-03-2020,94109,California,01-03-2020,49,0
4398,San Francisco,0.2,770.352,3,West,qexty,Corporate,tshirts,Second Class,5960,77.0352,01-03-2020,94109,California,01-03-2020,10,0.025962158
4399,Los Angeles,0,19.98,2,West,kariox,Consumer,phone,Standard Class,8480,8.991,01-03-2020,90036,California,01-03-2020,45,0
4400,Scottsdale,0.2,157.92,5,West,kariox,Home Office,battery,First Class,152,17.766,01-03-2020,85254,Arizona,01-03-2020,11.25,0.126646403
4401,Scottsdale,0.2,203.184,2,West,fynota,Home Office,colddrinks,First Class,153,15.2388,01-03-2020,85254,Arizona,01-03-2020,7.5,0.098432947
4402,San Antonio,0.2,70.08,5,Central,kariox,Consumer,phone,Standard Class,2346,24.528,01-03-2020,78207,Texas,01-03-2020,35,0.285388128
4403,San Antonio,0.8,1.272,2,Central,kariox,Consumer,headset,Standard Class,2347,-2.1624,01-03-2020,78207,Texas,01-03-2020,-170,62.89308176
4404,San Antonio,0.3,557.585,5,Central,qexty,Consumer,hoodies,Standard Class,2348,0,01-03-2020,78207,Texas,01-03-2020,0,0.053803456
4405,Waynesboro,0,127.88,2,South,qexty,Home Office,shorts,Standard Class,2364,40.9216,01-03-2020,22980,Virginia,01-03-2020,32,0
4406,New York City,0,113.6,8,East,qexty,Consumer,shorts,Standard Class,7234,44.304,01-03-2020,10011,New York,01-03-2020,39,0
4407,Eagan,0,17.46,2,Central,kariox,Corporate,headset,First Class,46,8.2062,01-03-2020,55122,Minnesota,01-03-2020,47,0
4408,Eagan,0,45.98,2,Central,fynota,Corporate,chocolates,First Class,45,19.7714,01-03-2020,55122,Minnesota,01-03-2020,43,0
4409,San Francisco,0,676.55,5,West,kariox,Corporate,laptop,Second Class,5957,6.7655,01-03-2020,94109,California,01-03-2020,1,0
4410,Glendale,0.2,104.696,1,West,kariox,Corporate,laptop,Second Class,9412,6.5435,01-03-2020,85301,Arizona,01-03-2020,6.25,0.191029266
4411,Dallas,0.8,8.856,9,Central,kariox,Home Office,headset,Standard Class,8506,-14.1696,01-03-2020,75217,Texas,01-03-2020,-160,9.033423668
4412,Dallas,0.2,27.96,5,Central,fynota,Home Office,chocolates,Standard Class,8507,8.388,01-03-2020,75217,Texas,01-03-2020,30,0.715307582
4413,Dallas,0.2,146.352,3,Central,kariox,Home Office,watch,Standard Class,8508,49.3938,01-03-2020,75217,Texas,01-03-2020,33.75,0.136656827
4414,Jackson,0.1,207.144,3,Central,kariox,Corporate,battery,Standard Class,8812,48.3336,01-03-2020,49201,Michigan,01-03-2020,23.33333333,0.048275596
4415,Jackson,0,13.9,5,Central,kariox,Corporate,television,Standard Class,8813,3.753,01-03-2020,49201,Michigan,01-03-2020,27,0
4416,Milford,0,199.75,5,East,fynota,Home Office,chocolates,Standard Class,8160,87.89,01-03-2020,6460,Connecticut,01-03-2020,44,0
4417,Andover,0,11.21,1,East,kariox,Consumer,laptop,First Class,8332,3.363,01-03-2020,1810,Massachusetts,01-03-2020,30,0
4418,Andover,0,354.9,5,East,qexty,Consumer,tshirts,First Class,8333,88.725,01-03-2020,1810,Massachusetts,01-03-2020,25,0
4419,New York City,0.2,69.456,2,East,kariox,Consumer,headset,Standard Class,7236,22.5732,01-03-2020,10011,New York,01-03-2020,32.5,0.287952085
4420,Andover,0,51.8,4,East,kariox,Consumer,headset,First Class,8335,23.31,01-03-2020,1810,Massachusetts,01-03-2020,45,0
4421,Long Beach,0.2,176.784,1,East,qexty,Consumer,pants,Standard Class,1876,-22.098,01-03-2020,11561,New York,01-03-2020,-12.5,0.11313241
4422,Philadelphia,0.2,39.992,1,East,fynota,Consumer,chocolates,Standard Class,4063,7.4985,01-03-2020,19143,Pennsylvania,01-03-2020,18.75,0.50010002
4423,Los Angeles,0,14.9,5,West,kariox,Home Office,phone,First Class,6014,7.152,01-03-2020,90008,California,01-03-2020,48,0
4424,Los Angeles,0.2,4158.912,8,West,fynota,Home Office,colddrinks,First Class,6015,363.9048,01-03-2020,90008,California,01-03-2020,8.75,0.00480895
4425,Los Angeles,0,26.85,3,West,fynota,Home Office,chocolates,First Class,8100,5.1015,01-03-2020,90045,California,01-03-2020,19,0
4426,Los Angeles,0.2,3357.6,3,West,fynota,Home Office,sweets,First Class,8101,377.73,01-03-2020,90045,California,01-03-2020,11.25,0.005956636
4427,Andover,0,17.94,3,East,kariox,Consumer,phone,First Class,8334,8.7906,01-03-2020,1810,Massachusetts,01-03-2020,49,0
4428,Chesapeake,0,203.92,4,South,kariox,Consumer,battery,Standard Class,7780,55.0584,01-04-2020,23320,Virginia,01-04-2020,27,0
4429,Chesapeake,0,29.56,4,South,fynota,Consumer,colddrinks,Standard Class,7781,7.9812,01-04-2020,23320,Virginia,01-04-2020,27,0
4430,Houston,0.3,344.372,4,Central,qexty,Corporate,tshirts,Standard Class,8453,-93.4724,01-04-2020,77070,Texas,01-04-2020,-27.14285714,0.087115096
4431,Houston,0.2,1554.936,3,Central,kariox,Corporate,laptop,Standard Class,8454,77.7468,01-04-2020,77070,Texas,01-04-2020,5,0.012862266
4432,Houston,0.6,127.88,5,Central,qexty,Corporate,shorts,Standard Class,8455,-67.137,01-04-2020,77070,Texas,01-04-2020,-52.5,0.469189865
4433,New York City,0,6.99,3,East,kariox,Corporate,television,Standard Class,9678,2.0271,01-04-2020,10009,New York,01-04-2020,29,0
4434,New York City,0,6.84,1,East,kariox,Corporate,charger,Standard Class,9679,1.8468,01-04-2020,10009,New York,01-04-2020,27,0
4435,Columbus,0.4,205.176,2,East,qexty,Home Office,hoodies,Standard Class,1403,-58.1332,01-04-2020,43229,Ohio,01-04-2020,-28.33333333,0.194954576
4436,Los Angeles,0,73.2,5,West,kariox,Consumer,television,Second Class,1607,21.228,01-04-2020,90049,California,01-04-2020,29,0
4437,Los Angeles,0.2,39.96,5,West,fynota,Consumer,colddrinks,Second Class,1605,12.987,01-04-2020,90049,California,01-04-2020,32.5,0.500500501
4438,Los Angeles,0,5.46,3,West,kariox,Consumer,television,Second Class,1606,1.5288,01-04-2020,90049,California,01-04-2020,28,0
4439,Los Angeles,0.2,5.84,1,West,kariox,Consumer,headset,Second Class,1608,1.971,01-04-2020,90049,California,01-04-2020,33.75,3.424657534
4440,Los Angeles,0,22.72,4,West,kariox,Consumer,phone,Second Class,1609,10.224,01-04-2020,90049,California,01-04-2020,45,0
4441,Los Angeles,0.2,9.336,3,West,kariox,Consumer,headset,Second Class,1610,3.2676,01-04-2020,90049,California,01-04-2020,35,2.142245073
4442,New York City,0,25.98,2,East,fynota,Consumer,colddrinks,Standard Class,7108,0.7794,01-04-2020,10035,New York,01-04-2020,3,0
4443,New York City,0,3.28,2,East,kariox,Consumer,television,Standard Class,7109,1.476,01-04-2020,10035,New York,01-04-2020,45,0
4444,Elmhurst,0.2,9.664,2,Central,kariox,Home Office,phone,Standard Class,2423,3.2616,01-04-2020,60126,Illinois,01-04-2020,33.75,2.069536424
4445,Columbus,0.2,419.4,5,East,kariox,Home Office,phone,Standard Class,1404,146.79,01-04-2020,43229,Ohio,01-04-2020,35,0.047687172
4446,Elmhurst,0.2,230.376,3,Central,kariox,Home Office,laptop,Standard Class,2422,-48.9549,01-04-2020,60126,Illinois,01-04-2020,-21.25,0.086814599
4447,Baltimore,0,25.06,2,East,kariox,Consumer,headset,First Class,5890,11.7782,01-04-2020,21215,Maryland,01-04-2020,47,0
4448,Lakewood,0.15,257.499,3,West,qexty,Consumer,pants,Standard Class,3986,24.2352,01-04-2020,90712,California,01-04-2020,9.411764706,0.058252653
4449,New York City,0,459.88,4,East,kariox,Consumer,laptop,Standard Class,7110,13.7964,01-04-2020,10035,New York,01-04-2020,3,0
4450,Gastonia,0.7,189.588,2,South,kariox,Home Office,headset,Standard Class,430,-145.3508,01-04-2020,28052,North Carolina,01-04-2020,-76.66666667,0.369221681
4451,Gastonia,0.2,408.744,7,South,fynota,Home Office,chocolates,Standard Class,431,76.6395,01-04-2020,28052,North Carolina,01-04-2020,18.75,0.048930382
4452,Gastonia,0.2,291.96,5,South,fynota,Home Office,chocolates,Standard Class,432,54.7425,01-04-2020,28052,North Carolina,01-04-2020,18.75,0.068502535
4453,Gastonia,0.2,4.768,2,South,kariox,Home Office,laptop,Standard Class,433,-0.7748,01-04-2020,28052,North Carolina,01-04-2020,-16.25,4.194630872
4454,San Francisco,0.2,1121.568,2,West,qexty,Consumer,tshirts,Second Class,552,0,01-04-2020,94110,California,01-04-2020,0,0.017832178
4455,Grapevine,0.2,33.488,7,Central,kariox,Corporate,television,Standard Class,1591,5.8604,01-04-2020,76051,Texas,01-04-2020,17.5,0.597228858
4456,Grapevine,0.2,8.04,5,Central,kariox,Corporate,lighting,Standard Class,1592,2.9145,01-04-2020,76051,Texas,01-04-2020,36.25,2.487562189
4457,Columbia,0.2,79.12,5,South,qexty,Corporate,shorts,Standard Class,3989,13.846,01-04-2020,38401,Tennessee,01-04-2020,17.5,0.252780586
4458,San Diego,0,143.7,3,West,kariox,Home Office,phone,Second Class,2253,68.976,01-04-2020,92105,California,01-04-2020,48,0
4459,Lakewood,0,9099.93,7,East,fynota,Corporate,sweets,Standard Class,4278,2365.9818,01-04-2020,8701,New Jersey,01-04-2020,26,0
4460,Lakewood,0,9.96,2,East,qexty,Corporate,shorts,Standard Class,4279,3.2868,01-04-2020,8701,New Jersey,01-04-2020,33,0
4461,Lakewood,0,25.3,5,East,kariox,Corporate,headset,Standard Class,4280,11.891,01-04-2020,8701,New Jersey,01-04-2020,47,0
4462,Nashville,0.2,35.168,4,South,fynota,Consumer,chocolates,Standard Class,7130,8.3524,01-04-2020,37211,Tennessee,01-04-2020,23.75,0.568698817
4463,Nashville,0.2,123.088,7,South,kariox,Consumer,phone,Standard Class,7131,40.0036,01-04-2020,37211,Tennessee,01-04-2020,32.5,0.162485376
4464,Raleigh,0.2,36.792,1,South,fynota,Home Office,colddrinks,Second Class,2644,4.1391,01-04-2020,27604,North Carolina,01-04-2020,11.25,0.543596434
4465,Raleigh,0.2,18.624,8,South,qexty,Home Office,shorts,Second Class,2645,6.2856,01-04-2020,27604,North Carolina,01-04-2020,33.75,1.073883162
4466,Omaha,0,29.05,5,Central,kariox,Home Office,lighting,Standard Class,3790,9.0055,01-04-2020,68104,Nebraska,01-04-2020,31,0
4467,Columbus,0,12.84,3,South,kariox,Consumer,television,Standard Class,4160,3.7236,01-04-2020,31907,Georgia,01-04-2020,29,0
4468,New York City,0,7.76,2,East,kariox,Consumer,charger,Standard Class,7111,2.2504,01-04-2020,10035,New York,01-04-2020,29,0
4469,Los Angeles,0.2,41.568,2,West,qexty,Corporate,tshirts,Standard Class,2614,2.598,01-05-2020,90045,California,01-04-2020,6.25,0.481139338
4470,New York City,0,54.9,5,East,kariox,Consumer,charger,Standard Class,7113,15.372,01-04-2020,10035,New York,01-04-2020,28,0
4471,Lancaster,0.2,78.304,2,East,kariox,Consumer,phone,First Class,2831,29.364,01-04-2020,43130,Ohio,01-04-2020,37.5,0.255414794
4472,San Clemente,0.2,18.088,7,West,kariox,Consumer,headset,Standard Class,9668,6.5569,01-04-2020,92672,California,01-04-2020,36.25,1.10570544
4473,San Clemente,0,71.97,3,West,kariox,Consumer,watch,Standard Class,9669,35.985,01-04-2020,92672,California,01-04-2020,50,0
4474,Houston,0.2,258.696,3,Central,fynota,Home Office,chocolates,Second Class,1180,64.674,01-04-2020,77070,Texas,01-04-2020,25,0.07731082
4475,Riverside,0.2,3.984,1,West,kariox,Consumer,headset,First Class,3235,1.3944,01-04-2020,92503,California,01-04-2020,35,5.020080321
4476,Colorado Springs,0.2,15.552,3,West,kariox,Home Office,phone,Standard Class,4987,5.4432,01-04-2020,80906,Colorado,01-04-2020,35,1.28600823
4477,Colorado Springs,0.2,1325.76,6,West,qexty,Home Office,tshirts,Standard Class,4988,149.148,01-04-2020,80906,Colorado,01-04-2020,11.25,0.015085687
4478,Colorado Springs,0.7,3.108,2,West,kariox,Home Office,headset,Standard Class,4989,-2.1756,01-04-2020,80906,Colorado,01-04-2020,-70,22.52252252
4479,Philadelphia,0.4,82.8,2,East,fynota,Consumer,colddrinks,Second Class,332,-20.7,01-04-2020,19134,Pennsylvania,01-04-2020,-25,0.483091787
4480,Philadelphia,0.7,20.724,2,East,kariox,Consumer,headset,Second Class,333,-13.816,01-04-2020,19134,Pennsylvania,01-04-2020,-66.66666667,3.377726308
4481,Philadelphia,0.7,4.896,3,East,kariox,Consumer,headset,Second Class,334,-3.4272,01-04-2020,19134,Pennsylvania,01-04-2020,-70,14.29738562
4482,New York City,0.1,434.646,3,East,qexty,Home Office,tshirts,Standard Class,4648,62.7822,01-05-2020,10009,New York,01-04-2020,14.44444444,0.023007229
4483,Dallas,0.2,369.576,3,Central,fynota,Corporate,colddrinks,First Class,611,41.5773,01-05-2020,75217,Texas,01-04-2020,11.25,0.054116068
4484,Dallas,0.2,15.712,4,Central,kariox,Corporate,tablet,First Class,612,5.6956,01-05-2020,75217,Texas,01-04-2020,36.25,1.272912424
4485,Denver,0.2,29.472,3,West,kariox,Home Office,phone,Standard Class,1072,9.9468,01-05-2020,80219,Colorado,01-04-2020,33.75,0.678610206
4486,Alexandria,0,81.2,5,South,kariox,Consumer,laptop,Second Class,2723,12.18,01-04-2020,22304,Virginia,01-04-2020,15,0
4487,Saint Charles,0.6,30.344,2,Central,qexty,Consumer,shorts,Second Class,7913,-31.8612,01-05-2020,60174,Illinois,01-04-2020,-105,1.977326654
4488,Lancaster,0.2,55.92,5,East,kariox,Consumer,laptop,First Class,2830,6.291,01-04-2020,43130,Ohio,01-04-2020,11.25,0.357653791
4489,Lancaster,0.2,108.336,6,East,kariox,Consumer,phone,First Class,2829,37.9176,01-04-2020,43130,Ohio,01-04-2020,35,0.18461084
4490,Charlotte,0.2,36.24,5,South,kariox,Corporate,phone,Standard Class,359,11.325,01-04-2020,28205,North Carolina,01-04-2020,31.25,0.55187638
4491,Hesperia,0,99.99,1,West,fynota,Corporate,chocolates,Standard Class,325,34.9965,01-04-2020,92345,California,01-04-2020,35,0
4492,New York City,0.2,9.28,2,East,kariox,Consumer,headset,Standard Class,7114,3.248,01-04-2020,10035,New York,01-04-2020,35,2.155172414
4493,Chicago,0.2,102.336,4,Central,kariox,Corporate,laptop,Standard Class,1271,-12.792,01-04-2020,60623,Illinois,01-04-2020,-12.5,0.195434647
4494,Chicago,0.8,48.792,3,Central,kariox,Corporate,battery,Standard Class,1272,-126.8592,01-04-2020,60623,Illinois,01-04-2020,-260,1.639613051
4495,Chicago,0.8,44.848,8,Central,kariox,Corporate,headset,Standard Class,1273,-67.272,01-04-2020,60623,Illinois,01-04-2020,-150,1.783803068
4496,Seattle,0.2,8.32,5,West,kariox,Consumer,headset,First Class,7986,2.808,01-04-2020,98115,Washington,01-04-2020,33.75,2.403846154
4497,Milford,0,15.48,3,East,kariox,Consumer,television,Same Day,9206,4.4892,01-04-2020,6460,Connecticut,01-04-2020,29,0
4498,Milford,0,51.84,8,East,kariox,Consumer,phone,Same Day,9207,24.8832,01-04-2020,6460,Connecticut,01-04-2020,48,0
4499,Phoenix,0.2,23.56,5,West,qexty,Home Office,shorts,Standard Class,463,7.068,01-04-2020,85023,Arizona,01-04-2020,30,0.848896435
4500,New York City,0,71.96,2,East,kariox,Consumer,television,Standard Class,7112,17.99,01-04-2020,10035,New York,01-04-2020,25,0
4501,Phoenix,0.5,1272.63,6,West,qexty,Home Office,hoodies,Standard Class,464,-814.4832,01-04-2020,85023,Arizona,01-04-2020,-64,0.039288717
4502,Phoenix,0.2,185.376,2,West,kariox,Home Office,charger,Standard Class,466,-34.758,01-04-2020,85023,Arizona,01-04-2020,-18.75,0.107888831
4503,Phoenix,0.2,78.272,2,West,kariox,Home Office,battery,Standard Class,467,5.8704,01-04-2020,85023,Arizona,01-04-2020,7.5,0.255519215
4504,Jefferson City,0,86.62,2,Central,qexty,Home Office,shorts,Standard Class,1037,8.662,01-04-2020,65109,Missouri,01-04-2020,10,0
4505,Aurora,0.2,23.952,2,Central,kariox,Home Office,laptop,Standard Class,1577,2.3952,01-04-2020,60505,Illinois,01-04-2020,10,0.83500334
4506,San Francisco,0,31.56,3,West,qexty,Consumer,shorts,Second Class,1886,10.4148,01-04-2020,94122,California,01-04-2020,33,0
4507,Rome,0,32.13,9,East,kariox,Consumer,television,Standard Class,9503,8.3538,01-04-2020,13440,New York,01-04-2020,26,0
4508,Rome,0,2.88,1,East,kariox,Consumer,television,Standard Class,9504,0.8064,01-04-2020,13440,New York,01-04-2020,28,0
4509,Hesperia,0.2,251.52,6,West,kariox,Corporate,headset,Standard Class,324,81.744,01-04-2020,92345,California,01-04-2020,32.5,0.079516539
4510,Phoenix,0.7,28.485,5,West,kariox,Home Office,headset,Standard Class,465,-20.889,01-04-2020,85023,Arizona,01-04-2020,-73.33333333,2.457433737
4511,Glendale,0.2,42.976,4,West,kariox,Consumer,laptop,Same Day,1981,4.2976,01-04-2020,85301,Arizona,01-04-2020,10,0.465376024
4512,Seattle,0,28.8,3,West,kariox,Consumer,charger,Second Class,6919,0.864,01-04-2020,98115,Washington,01-04-2020,3,0
4513,Los Angeles,0.2,383.8,5,West,qexty,Consumer,tshirts,Standard Class,418,38.38,01-04-2020,90004,California,01-04-2020,10,0.052110474
4514,Richmond,0,71.12,4,Central,qexty,Consumer,shorts,Standard Class,5898,22.0472,01-04-2020,47374,Indiana,01-04-2020,31,0
4515,Richmond,0,259.96,4,Central,fynota,Consumer,colddrinks,Standard Class,5899,124.7808,01-04-2020,47374,Indiana,01-04-2020,48,0
4516,Dallas,0.2,10.272,3,Central,kariox,Home Office,phone,Same Day,8572,3.21,01-04-2020,75081,Texas,01-04-2020,31.25,1.947040498
4517,Springfield,0,149.97,3,South,fynota,Home Office,colddrinks,First Class,4243,5.9988,01-04-2020,22153,Virginia,01-04-2020,4,0
4518,Springfield,0,27.81,3,South,kariox,Home Office,phone,First Class,4244,13.0707,01-04-2020,22153,Virginia,01-04-2020,47,0
4519,New York City,0.2,588.784,2,East,kariox,Consumer,headset,Standard Class,5440,183.995,01-04-2020,10035,New York,01-04-2020,31.25,0.033968314
4520,Troy,0,82.64,2,East,qexty,Home Office,shorts,Second Class,8228,7.4376,01-04-2020,12180,New York,01-04-2020,9,0
4521,Troy,0,31.02,2,East,kariox,Home Office,laptop,Second Class,8229,8.0652,01-04-2020,12180,New York,01-04-2020,26,0
4522,Philadelphia,0.7,99.846,9,East,kariox,Consumer,headset,Standard Class,5059,-83.205,01-04-2020,19140,Pennsylvania,01-04-2020,-83.33333333,0.701079663
4523,Troy,0,89.97,3,East,fynota,Home Office,chocolates,Second Class,8230,37.7874,01-04-2020,12180,New York,01-04-2020,42,0
4524,Philadelphia,0.4,118.782,3,East,fynota,Consumer,colddrinks,Standard Class,9316,-27.7158,01-04-2020,19140,Pennsylvania,01-04-2020,-23.33333333,0.33675136
4525,Philadelphia,0.2,769.184,4,East,kariox,Consumer,charger,Standard Class,9317,-163.4516,01-04-2020,19140,Pennsylvania,01-04-2020,-21.25,0.026001581
4526,Burlington,0,1294.75,5,East,fynota,Home Office,colddrinks,Standard Class,8799,336.635,01-04-2020,5408,Vermont,01-04-2020,26,0
4527,San Francisco,0.2,1199.976,3,West,fynota,Corporate,fastfood,First Class,754,374.9925,01-04-2020,94110,California,01-04-2020,31.25,0.016667
4528,New York City,0.1,658.746,3,East,qexty,Corporate,tshirts,Standard Class,4735,146.388,01-04-2020,10035,New York,01-04-2020,22.22222222,0.015180358
4529,New York City,0,3.64,2,East,kariox,Consumer,television,Standard Class,8517,0.9828,01-04-2020,10009,New York,01-04-2020,27,0
4530,Lakewood,0,37.94,2,East,kariox,Corporate,phone,First Class,9369,18.2112,01-04-2020,8701,New Jersey,01-04-2020,48,0
4531,Philadelphia,0.2,33.528,3,East,kariox,Consumer,battery,Standard Class,9935,2.5146,01-04-2020,19120,Pennsylvania,01-04-2020,7.5,0.596516345
4532,Houston,0.2,158.368,7,Central,kariox,Home Office,laptop,Second Class,89,13.8572,01-04-2020,77095,Texas,01-04-2020,8.75,0.126288139
4533,Philadelphia,0.2,36.744,3,East,kariox,Consumer,laptop,Standard Class,9936,3.6744,01-04-2020,19120,Pennsylvania,01-04-2020,10,0.544306553
4534,Milwaukee,0,1454.9,5,Central,qexty,Corporate,tshirts,Second Class,8563,378.274,01-04-2020,53209,Wisconsin,01-04-2020,26,0
4535,Columbus,0,7.04,4,South,qexty,Home Office,shorts,Second Class,5643,3.0976,01-04-2020,31907,Georgia,01-04-2020,44,0
4536,Glendale,0.2,933.536,4,West,qexty,Consumer,tshirts,Same Day,1980,105.0228,01-04-2020,85301,Arizona,01-04-2020,11.25,0.021423919
4537,Philadelphia,0.4,280.782,3,East,fynota,Consumer,colddrinks,Second Class,5421,-60.8361,01-04-2020,19134,Pennsylvania,01-04-2020,-21.66666667,0.142459274
4538,Philadelphia,0.2,31.984,2,East,fynota,Consumer,chocolates,Second Class,5422,1.1994,01-04-2020,19134,Pennsylvania,01-04-2020,3.75,0.625312656
4539,New York City,0.1,327.996,6,East,qexty,Consumer,tshirts,Standard Class,6128,54.666,01-04-2020,10009,New York,01-04-2020,16.66666667,0.030488177
4540,Auburn,0,59.52,3,East,kariox,Consumer,television,Second Class,448,15.4752,01-04-2020,13021,New York,01-04-2020,26,0
4541,Auburn,0,161.94,3,East,kariox,Consumer,laptop,Second Class,449,9.7164,01-04-2020,13021,New York,01-04-2020,6,0
4542,Auburn,0,263.88,6,East,kariox,Consumer,television,Second Class,450,71.2476,01-04-2020,13021,New York,01-04-2020,27,0
4543,Auburn,0,30.48,3,East,kariox,Consumer,television,Second Class,451,7.9248,01-04-2020,13021,New York,01-04-2020,26,0
4544,Milwaukee,0,12.99,1,Central,fynota,Corporate,colddrinks,Standard Class,8523,0.2598,01-04-2020,53209,Wisconsin,01-04-2020,2,0
4545,Auburn,0,9.84,3,East,kariox,Consumer,television,Second Class,452,2.8536,01-04-2020,13021,New York,01-04-2020,29,0
4546,Sierra Vista,0.2,31.56,5,West,kariox,Corporate,lighting,Standard Class,647,9.8625,01-04-2020,85635,Arizona,01-04-2020,31.25,0.633713561
